,customer_id,head_count,grand_total,recency,vendor_id,q_recency,q_monetary,q_frequency,cluster
5202,FDMXQWB,1.2384566368545156,-0.025460356499379982,-0.8169406426497854,20,2,3,3,0
5203,8PBQKLH,0.17304281928893955,-0.3009967139960599,-0.8169406426497854,81,2,2,2,2
5204,ZOAHT7H,-0.3596640894938485,-0.29374575721983137,-0.8169406426497854,55,2,2,1,2
5205,RXJJ5T2,1.2384566368545156,-0.2139852326813188,-0.8169406426497854,231,2,3,3,0
5206,K22POF9,0.17304281928893955,0.14856260613010192,-0.8169406426497854,75,2,3,2,2
5207,GIMI3RX,0.7057497280717275,-0.25749097333868926,-0.8169406426497854,231,2,3,3,2
5208,JCC0T86,-0.3596640894938485,-0.35175341142965877,-0.8169406426497854,225,2,2,1,2
5209,EFKCZL9,-0.8923709982766365,-0.8448184722131912,-0.8169406426497854,197,2,1,1,2
5210,072LAHO,-0.8923709982766365,-0.6272897689263387,-0.8169406426497854,304,2,1,1,2
5211,QYU5873,-0.8923709982766365,-0.15597757847149155,-0.8169406426497854,303,2,3,1,2
5212,O6DAJGX,-0.8923709982766365,-0.29374575721983137,-0.8169406426497854,85,2,2,1,2
5213,YDLWC8Y,-0.3596640894938485,0.6561295804660912,-0.8169406426497854,110,2,4,1,2
5214,ZU9Y8NV,0.17304281928893955,0.5111104449415228,-0.8169406426497854,303,2,4,2,2
5215,8W2OBUJ,1.2384566368545156,0.772144888885746,-0.8169406426497854,4,2,4,3,0
5216,V5T4O78,0.17304281928893955,-0.2792438436673746,-0.8169406426497854,188,2,3,2,2
5217,17Q7881,-0.8923709982766365,-0.2139852326813188,-0.8169406426497854,221,2,3,1,2
5218,XW90EAP,0.17304281928893955,0.15581356290633044,-0.8169406426497854,13,2,3,2,2
5219,OARBOK9,-0.8923709982766365,-0.5692821147165112,-0.8169406426497854,300,2,2,1,2
5220,H3U8TFU,-0.3596640894938485,0.010794427381762105,-0.8169406426497854,180,2,3,1,2
5221,2AZ4RV1,-0.3596640894938485,-0.6127878553738817,-0.8169406426497854,43,2,1,1,2
5222,28IKEN8,-0.3596640894938485,0.03979825448667567,-0.8169406426497854,176,2,3,1,2
5223,LRUF6EX,-0.3596640894938485,0.0035434706055335846,-0.8169406426497854,303,2,3,1,2
5224,2HIFZN2,-0.8923709982766365,-0.4750196766255418,-0.8169406426497854,113,2,2,1,2
5225,DMPQ017,-0.8923709982766365,-0.6272897689263387,-0.8169406426497854,113,2,1,1,2
5226,ZYAAUPZ,-0.3596640894938485,-0.6127878553738817,-0.8169406426497854,4,2,1,1,2
5227,GVZVU14,-0.3596640894938485,-0.8448184722131912,-0.8169406426497854,195,2,1,1,2
5228,V13FE1W,-0.3596640894938485,0.14131164935387366,-0.8169406426497854,76,2,3,1,2
5229,NFGJH6D,0.7057497280717275,0.8229015863193447,-0.8169406426497854,180,2,4,3,0
5230,UVKHLLE,0.17304281928893955,-0.5692821147165112,-0.8169406426497854,193,2,2,2,2
5231,4E1QHWW,-0.8923709982766365,-0.17773044880017672,-0.8169406426497854,106,2,3,1,2
5232,APG9SH3,0.17304281928893955,0.7286391482283753,-0.8169406426497854,303,2,4,2,0
5233,CNH8EBW,-0.8923709982766365,-0.6490426392550238,-0.8169406426497854,113,2,1,1,2
5234,8771JHK,-0.3596640894938485,-0.5112744605066839,-0.8169406426497854,4,2,2,1,2
5235,HX76ORD,-0.8923709982766365,-0.7143012502410796,-0.8169406426497854,300,2,1,1,2
5236,XIKAQTA,0.17304281928893955,-0.17773044880017672,-0.8169406426497854,83,2,3,2,2
5237,KMN0KLE,0.17304281928893955,0.9679207218439131,-0.8169406426497854,76,2,4,2,0
5238,MJZLPTK,0.7057497280717275,0.23557408744484315,-0.8169406426497854,4,2,3,3,0
5239,OS3NXU4,0.17304281928893955,-0.43151393596817134,-0.8169406426497854,4,2,2,2,2
5240,1R1W8QV,-0.8923709982766365,-0.8303165586607343,-0.8169406426497854,259,2,1,1,2
5241,43YLHWB,-0.3596640894938485,-0.19948331912886202,-0.8169406426497854,157,2,3,1,2
5242,54Z9PEG,0.7057497280717275,2.664644607481363,-0.8169406426497854,134,2,4,3,0
5243,OSH9BZ1,-0.8923709982766365,2.6428917371526772,-0.8169406426497854,113,2,4,1,0
5244,4LY6F2J,-0.3596640894938485,-0.37350628175834405,-0.8169406426497854,113,2,2,1,2
5245,2FSSUVJ,0.7057497280717275,0.7503920185570606,-0.8169406426497854,4,2,4,3,0
5246,Q9YJZ1Q,-0.3596640894938485,0.37334226619318295,-0.8169406426497854,303,2,4,1,2
5247,P0RY7TO,-0.8923709982766365,-0.5040235037304555,-0.8169406426497854,33,2,2,1,2
5248,QBI5056,0.7057497280717275,-0.11972279459034946,-0.8169406426497854,28,2,3,3,2
5249,3DUAU5B,0.7057497280717275,0.46760470428415246,-0.8169406426497854,33,2,4,3,0
5250,Y8656NW,-0.8923709982766365,-0.5547802011640545,-0.8169406426497854,113,2,2,1,2
5251,V5SXFN6,-0.3596640894938485,-0.859320385765648,-0.8169406426497854,66,2,1,1,2
5252,RHXIOMD,0.17304281928893955,-0.4532668062968566,-0.8169406426497854,157,2,2,2,2
5253,D8F2FSZ,-0.8923709982766365,-0.6127878553738817,-0.8169406426497854,4,2,1,1,2
5254,DWNX82B,-0.8923709982766365,4.194596487265559,-0.8169406426497854,192,2,4,1,0
5255,MMC4H6L,-0.3596640894938485,-0.11972279459034946,-0.8169406426497854,113,2,3,1,2
5256,WDMBKSS,0.7057497280717275,-0.07621705393297885,-0.8169406426497854,78,2,3,3,2
5257,GFEERE0,0.17304281928893955,0.5546161855988934,-0.8169406426497854,113,2,4,2,2
5258,EHTEQFM,2.3038704544200916,1.4174800419700748,-0.8169406426497854,4,2,4,3,0
5259,FRBAFP4,0.7057497280717275,0.9679207218439131,-0.8169406426497854,81,2,4,3,0
5260,7OA227Z,-0.8923709982766365,0.36609130941695445,-0.8169406426497854,92,2,4,1,2
5261,OVHMP9N,1.7711635456373036,-0.41701202241571456,-0.8169406426497854,193,2,2,3,0
5262,ZQQBW60,-0.3596640894938485,0.010794427381762105,-0.8169406426497854,188,2,3,1,2
5263,BJPIUH8,1.2384566368545156,1.185449425130766,-0.8169406426497854,310,2,4,3,0
5264,B81BI9G,0.17304281928893955,-0.6925483799123943,-0.8169406426497854,145,2,1,2,2
5265,XXMUFUJ,1.2384566368545156,-0.5910349850451966,-0.8169406426497854,195,2,1,3,2
5266,1ICSHCI,-0.3596640894938485,0.06155112481536097,-0.8169406426497854,157,2,3,1,2
5267,H95VX31,-0.8923709982766365,-0.6707955095837091,-0.8169406426497854,33,2,1,1,2
5268,YW50QJ0,-0.3596640894938485,-0.5547802011640545,-0.8169406426497854,289,2,2,1,2
5269,T3T43MY,1.2384566368545156,1.0839360302635679,-0.8169406426497854,106,2,4,3,0
5270,J56IAG9,0.17304281928893955,0.634376710137406,-0.8169406426497854,113,2,4,2,2
5271,DX926XE,1.2384566368545156,0.5546161855988934,-0.8169406426497854,78,2,4,3,0
5272,QQEWRHI,0.7057497280717275,0.23557408744484315,-0.8169406426497854,105,2,3,3,0
5273,P8E7TAZ,-0.8923709982766365,-0.6127878553738817,-0.8169406426497854,113,2,1,1,2
5274,82G0IGW,-0.3596640894938485,-0.2139852326813188,-0.8169406426497854,300,2,3,1,2
5275,4ULJ1R3,0.17304281928893955,0.6126238398087208,-0.8169406426497854,288,2,4,2,2
5276,13P0LFL,0.17304281928893955,-0.6272897689263387,-0.8169406426497854,289,2,1,2,2
5277,R1AB1UN,-0.8923709982766365,-0.6490426392550238,-0.8169406426497854,113,2,1,1,2
5278,5P08I62,-0.3596640894938485,-0.5692821147165112,-0.8169406426497854,195,2,2,1,2
5279,73DGQFO,-0.8923709982766365,-0.4895215901779987,-0.8169406426497854,113,2,2,1,2
5280,IG7NWWA,0.17304281928893955,-0.25749097333868926,-0.8169406426497854,105,2,3,2,2
5281,FRRFECM,-0.8923709982766365,-0.3009967139960599,-0.8169406426497854,207,2,2,1,2
5282,WDNFLP6,0.7057497280717275,0.15581356290633044,-0.8169406426497854,78,2,3,3,2
5283,B81BI9G,0.7057497280717275,0.21382121711615784,-0.8169406426497854,78,2,3,3,0
5284,8PXUN1Y,-0.3596640894938485,-0.07621705393297885,-0.8169406426497854,113,2,3,1,2
5285,4Q7OSJA,0.7057497280717275,0.19931930356370106,-0.8169406426497854,159,2,3,3,0
5286,DCUPX4B,-0.3596640894938485,0.03979825448667567,-0.8169406426497854,299,2,3,1,2
5287,BOTMA06,-0.3596640894938485,-0.4532668062968566,-0.8169406426497854,113,2,2,1,2
5288,YQVXHBL,-0.3596640894938485,-0.43151393596817134,-0.8169406426497854,113,2,2,1,2
5289,YQSIXM7,-0.8923709982766365,-0.7868108180033638,-0.8169406426497854,90,2,1,1,2
5290,G5108U3,-0.3596640894938485,-0.4895215901779987,-0.8169406426497854,115,2,2,1,2
5291,SM5OOEG,0.17304281928893955,-0.06171514038052207,-0.8169406426497854,113,2,3,2,2
5292,188C8X3,0.17304281928893955,-0.4895215901779987,-0.8169406426497854,75,2,2,2,2
5293,YFB7638,-0.8923709982766365,-0.7288031637935364,-0.8169406426497854,105,2,1,1,2
5294,9JCEWBN,-0.3596640894938485,-0.2357381030100041,-0.8169406426497854,289,2,3,1,2
5295,NY73W6G,-0.8923709982766365,-0.4532668062968566,-0.8169406426497854,113,2,2,1,2
5296,F0TRGUN,-0.3596640894938485,-0.11972279459034946,-0.8169406426497854,113,2,3,1,2
5297,YFB7638,-0.8923709982766365,-0.7288031637935364,-0.8169406426497854,105,2,1,1,2
5298,CDPFG90,-0.8923709982766365,-0.7070502934648513,-0.8169406426497854,83,2,1,1,2
5299,ULXZC3L,-0.8923709982766365,-0.09796992426166415,-0.8169406426497854,134,2,3,1,2
5300,DFF804I,-0.3596640894938485,-0.41701202241571456,-0.8169406426497854,289,2,2,1,2
5301,J0NOO8X,-0.3596640894938485,-0.42426297919194295,-0.8169406426497854,33,2,2,1,2
5302,TL7Z2DM,-0.3596640894938485,-0.7288031637935364,-0.8169406426497854,78,2,1,1,2
5303,7M3U5FS,0.7057497280717275,-0.07621705393297885,-0.8169406426497854,78,2,3,3,2
5304,086S0XK,-0.8923709982766365,-0.5330273308353691,-0.8169406426497854,113,2,2,1,2
5305,1Q77U57,-0.3596640894938485,-0.37350628175834405,-0.8169406426497854,83,2,2,1,2
5306,O49LK57,-0.3596640894938485,0.42409896362678184,-0.8169406426497854,274,2,4,1,2
5307,25OYRLI,0.17304281928893955,-0.41701202241571456,-0.8169406426497854,193,2,2,2,2
5308,0H9Y5N6,0.17304281928893955,0.7068862778996903,-0.8169406426497854,113,2,4,2,2
5309,J208F0S,-0.3596640894938485,-0.010958442946923198,-0.8169406426497854,33,2,3,1,2
5310,TWDNR1P,-0.8923709982766365,-0.7288031637935364,-0.8169406426497854,203,2,1,1,2
5311,DZEULQV,0.17304281928893955,-0.19948331912886202,-0.8169406426497854,105,2,3,2,2
5312,LS26P8C,-0.3596640894938485,0.09780590869650306,-0.8169406426497854,82,2,3,1,2
5313,ZQNLMD5,-0.3596640894938485,-0.8303165586607343,-0.8169406426497854,78,2,1,1,2
5314,9KI0AU7,0.7057497280717275,0.43134992040301035,-0.8169406426497854,113,2,4,3,0
5315,F4WX5K9,1.2384566368545156,0.9679207218439131,-0.8169406426497854,106,2,4,3,0
5316,E3T2FA4,-0.8923709982766365,-0.7070502934648513,-0.8169406426497854,259,2,1,1,2
5317,3A3Q6IF,-0.8923709982766365,-0.583784028268968,-0.8169406426497854,221,2,2,1,2
5318,2VBCGZM,-0.3596640894938485,-0.35175341142965877,-0.8169406426497854,113,2,2,1,2
5319,TY4KUVV,0.17304281928893955,-0.07621705393297885,-0.8169406426497854,85,2,3,2,2
5320,WPFHQEJ,2.3038704544200916,2.3311005957748554,-0.8169406426497854,81,2,4,3,3
5321,NQOONX1,-0.3596640894938485,0.46760470428415246,-0.8169406426497854,192,2,4,1,2
5322,3VOXTV5,0.17304281928893955,-0.17773044880017672,-0.8169406426497854,176,2,3,2,2
5323,9M3M21S,-0.8923709982766365,-0.6707955095837091,-0.8169406426497854,113,2,1,1,2
5324,NDYLK9A,-0.3596640894938485,-0.3952591520870292,-0.8169406426497854,78,2,2,1,2
5325,24Z5I38,1.2384566368545156,0.19931930356370106,-0.8169406426497854,115,2,3,3,0
5326,3H1FYEQ,-0.8923709982766365,-0.9100770831992469,-0.8169406426497854,78,2,1,1,2
5327,1NNOU6M,0.17304281928893955,0.032547297710447405,-0.8169406426497854,243,2,3,2,2
5328,KQH8R8C,-0.3596640894938485,-0.2357381030100041,-0.8169406426497854,159,2,3,1,2
5329,CJUDD11,0.17304281928893955,-0.2357381030100041,-0.8169406426497854,193,2,3,2,2
5330,1M6VTT8,-0.3596640894938485,-0.5330273308353691,-0.8169406426497854,193,2,2,1,2
5331,L7HHS7E,-0.8923709982766365,-0.6127878553738817,-0.8169406426497854,83,2,1,1,2
5332,9AZZMJY,2.83657736320288,1.693016399466755,-0.8169406426497854,4,2,4,3,3
5333,3LIJ661,-0.3596640894938485,-0.337251497877202,-0.8169406426497854,78,2,2,1,2
5334,IWJUWDJ,-0.8923709982766365,-0.8883242128705616,-0.8169406426497854,78,2,1,1,2
5335,K00I1J0,-0.8923709982766365,-0.6272897689263387,-0.8169406426497854,113,2,1,1,2
5336,6PO7UR3,-0.3596640894938485,-0.6055368985976534,-0.8169406426497854,20,2,1,1,2
5337,CSGUKZ8,-0.8923709982766365,-0.6272897689263387,-0.8169406426497854,303,2,1,1,2
5338,1B1UIYH,1.2384566368545156,0.15581356290633044,-0.8169406426497854,20,2,3,3,0
5339,LXL4T3C,0.17304281928893955,0.29358174165467027,-0.8169406426497854,104,2,4,2,2
5340,PT3OJZ8,-0.8923709982766365,-0.5112744605066839,-0.8169406426497854,85,2,2,1,2
5341,6BI7LSE,-0.3596640894938485,-0.7650579476746785,-0.8169406426497854,28,2,1,1,2
5342,SPRT4XR,0.17304281928893955,-0.6707955095837091,-0.8169406426497854,193,2,1,2,2
5343,6BI7LSE,-0.8923709982766365,-0.5910349850451966,-0.8169406426497854,225,2,1,1,2
5344,J7V0CK8,-0.8923709982766365,-0.8448184722131912,-0.8169406426497854,203,2,1,1,2
5345,20E1IQT,-0.3596640894938485,-0.337251497877202,-0.8169406426497854,154,2,2,1,2
5346,1P5RQ9H,-0.3596640894938485,-0.09796992426166415,-0.8169406426497854,115,2,3,1,2
5347,PM7S2T7,-0.3596640894938485,-0.13422470814280624,-0.8169406426497854,294,2,3,1,2
5348,T112B05,-0.8923709982766365,-0.7868108180033638,-0.8169406426497854,115,2,1,1,2
5349,448MSN0,1.7711635456373036,4.093083092398361,-0.8169406426497854,92,2,4,3,3
5350,0HN6GXM,1.2384566368545156,0.5908709694800355,-0.8169406426497854,78,2,4,3,0
5351,2AELML7,-0.3596640894938485,-0.5547802011640545,-0.8169406426497854,78,2,2,1,2
5352,SKXXU3W,1.2384566368545156,0.5111104449415228,-0.8169406426497854,106,2,4,3,0
5353,Q8L6BCU,-0.3596640894938485,0.14131164935387366,-0.8169406426497854,201,2,3,1,2
5354,QHADGS6,-0.3596640894938485,-0.37350628175834405,-0.8169406426497854,289,2,2,1,2
5355,NFH3438,-0.3596640894938485,0.0035434706055335846,-0.8169406426497854,85,2,3,1,2
5356,BFBQJPW,-0.8923709982766365,-0.9608337806328459,-0.8169406426497854,33,2,1,1,2
5357,L3UY6YA,-0.3596640894938485,-0.4750196766255418,-0.8169406426497854,259,2,2,1,2
5358,TZIIQNX,0.7057497280717275,0.5908709694800355,-0.8169406426497854,85,2,4,3,0
5359,Q8L6BCU,-0.8923709982766365,-0.4750196766255418,-0.8169406426497854,201,2,2,1,2
5360,6ECK381,-0.8923709982766365,-0.9245789967517037,-0.8169406426497854,113,2,1,1,2
5361,EAUCO1M,1.2384566368545156,1.1419436844733952,-0.8169406426497854,4,2,4,3,0
5362,DF0SGXY,0.17304281928893955,0.5328633152702081,-0.8169406426497854,192,2,4,2,2
5363,ZYFTYUQ,-0.3596640894938485,-0.8883242128705616,-0.8169406426497854,145,2,1,1,2
5364,ORSKGOL,-0.8923709982766365,-0.337251497877202,-0.8169406426497854,83,2,2,1,2
5365,5FVQNEY,0.17304281928893955,0.8809092405291722,-0.8169406426497854,274,2,4,2,0
5366,DP1ELUR,0.17304281928893955,-0.5692821147165112,-0.8169406426497854,196,2,2,2,2
5367,OZWLN15,-0.3596640894938485,-0.5910349850451966,-0.8169406426497854,105,2,1,1,2
5368,4U4TX6F,-0.8923709982766365,0.5691180991513501,-0.8169406426497854,83,2,4,1,2
5369,PYX53R1,0.7057497280717275,2.8459185268870733,-0.8169406426497854,92,2,4,3,0
5370,OOINMCG,-0.3596640894938485,-0.5112744605066839,-0.8169406426497854,85,2,2,1,2
5371,8771JHK,0.17304281928893955,1.279711863221735,-0.8169406426497854,134,2,4,2,0
5372,LIJY469,-0.3596640894938485,-1.0841000458287289,-0.8169406426497854,243,2,1,1,2
5373,6J60XIY,0.17304281928893955,2.5196254719567945,-0.8169406426497854,83,2,4,2,0
5374,17G68M0,0.7057497280717275,-0.31549862754851665,-0.8169406426497854,231,2,2,3,2
5375,N0GZW7N,0.17304281928893955,-0.25749097333868926,-0.8169406426497854,104,2,3,2,2
5376,R4ZSKXR,-0.3596640894938485,-0.3952591520870292,-0.8169406426497854,148,2,2,1,2
5377,YER7JDP,2.83657736320288,5.267738090147364,-0.8169406426497854,92,2,4,3,3
5378,0H48AZC,-0.3596640894938485,-0.35175341142965877,-0.8169406426497854,90,2,2,1,2
5379,MB6W4FT,0.17304281928893955,-0.7868108180033638,-0.8169406426497854,243,2,1,2,2
5380,AL8N74E,-0.8923709982766365,-0.286494800443603,-0.8169406426497854,13,2,3,1,2
5381,DB9TN5D,0.17304281928893955,0.2790798281022135,-0.8169406426497854,113,2,4,2,2
5382,V2V10NP,2.3038704544200916,-0.2792438436673746,-0.8169406426497854,231,2,3,3,0
5383,1ANBI27,-0.3596640894938485,1.9903056272921198,-0.8169406426497854,83,2,4,1,0
5384,N9EGK3C,-0.3596640894938485,-0.11972279459034946,-0.8169406426497854,83,2,3,1,2
5385,FAM5VXM,-0.8923709982766365,0.5691180991513501,-0.8169406426497854,83,2,4,1,2
5386,34739MS,0.17304281928893955,0.17756643323501575,-0.8169406426497854,83,2,3,2,2
5387,FP9C193,-0.3596640894938485,-0.5330273308353691,-0.8169406426497854,104,2,2,1,2
5388,I80PKM7,-0.3596640894938485,-0.37350628175834405,-0.8169406426497854,203,2,2,1,2
5389,IB555AJ,-0.8923709982766365,-0.6272897689263387,-0.8169406426497854,105,2,1,1,2
5390,E9GLJWS,-0.3596640894938485,-0.6490426392550238,-0.8169406426497854,180,2,1,1,2
5391,H1A7JW3,-0.8923709982766365,0.2790798281022135,-0.8169406426497854,83,2,4,1,2
5392,LQ24RTC,-0.3596640894938485,-0.11972279459034946,-0.8169406426497854,294,2,3,1,2
5393,OO9OUKM,-0.3596640894938485,-0.13422470814280624,-0.8169406426497854,104,2,3,1,2
5394,79V23KF,-0.3596640894938485,0.6923843643472332,-0.8169406426497854,83,2,4,1,2
5395,B8JMOAW,0.17304281928893955,-0.7070502934648513,-0.8169406426497854,193,2,1,2,2
5396,9WSEJGR,0.7057497280717275,0.09780590869650306,-0.8169406426497854,105,2,3,3,2
5397,SUH66Q8,0.17304281928893955,-0.19948331912886202,-0.8169406426497854,83,2,3,2,2
5398,YUEKOOH,0.7057497280717275,-0.13422470814280624,-0.8169406426497854,145,2,3,3,2
5399,3GWQ2HC,-0.3596640894938485,-0.5910349850451966,-0.8169406426497854,83,2,1,1,2
5400,1735241,-0.8923709982766365,-0.01820939972315146,-0.8169406426497854,304,2,3,1,2
5401,YCWY9IE,-0.8923709982766365,2.019309454397034,-0.8169406426497854,20,2,4,1,0
5402,AFJYNHD,-0.3596640894938485,-0.9245789967517037,-0.8169406426497854,231,2,1,1,2
5403,9SFZY5A,0.17304281928893955,0.3950951365218683,-0.8169406426497854,83,2,4,2,2
5404,KNMDXXY,-0.8923709982766365,-0.7288031637935364,-0.8169406426497854,4,2,1,1,2
5405,8OL8YPI,-0.8923709982766365,-0.5547802011640545,-0.8169406426497854,83,2,2,1,2
5406,POQYCGB,0.17304281928893955,-1.0043395212902162,-0.8169406426497854,243,2,1,2,2
5407,RWP7WAK,0.7057497280717275,0.4748556610603807,-0.8169406426497854,85,2,4,3,0
5408,GRU3NEA,-0.8923709982766365,0.0035434706055335846,-0.8169406426497854,199,2,3,1,2
5409,YUEKOOH,0.7057497280717275,-0.25749097333868926,-0.8169406426497854,145,2,3,3,2
5410,VY5ZT9Z,-0.8923709982766365,0.3950951365218683,-0.8169406426497854,157,2,4,1,2
5411,VBC0VGN,-0.3596640894938485,-0.3952591520870292,-0.8169406426497854,83,2,2,1,2
5412,M0N2T37,-0.3596640894938485,-0.337251497877202,-0.8169406426497854,85,2,2,1,2
5413,RNG10G9,-0.3596640894938485,-0.4895215901779987,-0.8169406426497854,78,2,2,1,2
5414,WTDRWIM,-0.3596640894938485,-0.43151393596817134,-0.8169406426497854,105,2,2,1,2
5415,PRYZZZ4,-0.8923709982766365,-0.6272897689263387,-0.8169406426497854,105,2,1,1,2
5416,K33CA1S,-0.3596640894938485,0.07605303836781775,-0.8169406426497854,105,2,3,1,2
5417,QHUHJI6,0.7057497280717275,0.09780590869650306,-0.8169406426497854,104,2,3,3,2
5418,BLNO43H,0.7057497280717275,-0.43151393596817134,-0.8169406426497854,231,2,2,3,2
5419,TIFHOL6,0.17304281928893955,-1.1856134406959267,-0.8169406426497854,243,2,1,2,2
5420,0FUADMH,-0.8923709982766365,-0.8883242128705616,-0.8169406426497854,78,2,1,1,2
5421,NSNEWWJ,-0.3596640894938485,0.23557408744484315,-0.8169406426497854,83,2,3,1,2
5422,6TK7MKS,-0.3596640894938485,-0.6127878553738817,-0.8169406426497854,78,2,1,1,2
5423,ZYAAUPZ,0.17304281928893955,-0.5547802011640545,-0.8169406426497854,113,2,2,2,2
5424,KQGR5KN,-0.3596640894938485,-0.5330273308353691,-0.8169406426497854,85,2,2,1,2
5425,IAK7GJ2,0.7057497280717275,-0.11972279459034946,-0.8169406426497854,83,2,3,3,2
5426,B28LJKM,1.7711635456373036,3.367987414775519,-0.8169406426497854,110,2,4,3,3
5427,XAKD22U,-0.3596640894938485,-1.0841000458287289,-0.8169406426497854,243,2,1,1,2
5428,HJFTTGW,0.17304281928893955,-0.29374575721983137,-0.8169406426497854,159,2,2,2,2
5429,EIUTNWH,1.2384566368545156,-0.35175341142965877,-0.8169406426497854,193,2,2,3,0
5430,0K0OJLB,1.2384566368545156,0.5691180991513501,-0.8169406426497854,90,2,4,3,0
5431,ZUVZ8UM,-0.8923709982766365,-0.5692821147165112,-0.8169406426497854,90,2,2,1,2
5432,SUH66Q8,-0.8923709982766365,0.634376710137406,-0.8169406426497854,83,2,4,1,2
5433,J8F6WKQ,-0.3596640894938485,-0.337251497877202,-0.8169406426497854,105,2,2,1,2
5434,XW90EAP,0.7057497280717275,-0.039962270051836765,-0.8169406426497854,4,2,3,3,2
5435,QCPAMNP,-0.3596640894938485,-0.2357381030100041,-0.8169406426497854,105,2,3,1,2
5436,SUZWGCT,-0.3596640894938485,-1.1058529161574142,-0.8169406426497854,243,2,1,1,2
5437,Y2OYCX8,-0.8923709982766365,-0.06171514038052207,-0.8169406426497854,134,2,3,1,2
5438,LVSDBMQ,-0.8923709982766365,-0.7650579476746785,-0.8169406426497854,145,2,1,1,2
5439,C8ADOK0,0.17304281928893955,0.29358174165467027,-0.8169406426497854,145,2,4,2,2
5440,NIBSJ10,1.2384566368545156,-0.25749097333868926,-0.8169406426497854,157,2,3,3,0
5441,CSGUKZ8,1.7711635456373036,1.9105451027536076,-0.8169406426497854,23,2,4,3,0
5442,9WDM7ED,3.3692842719856677,1.4102290851938464,-0.8169406426497854,243,2,4,3,3
5443,OQJS8CV,0.17304281928893955,-1.221868224577069,-0.8169406426497854,243,2,1,2,2
5444,ZCP73QX,1.2384566368545156,3.0126905327403266,-0.8169406426497854,110,2,4,3,3
5445,YIN8FAF,-0.3596640894938485,-0.6127878553738817,-0.8169406426497854,193,2,1,1,2
5446,OF3ST6S,-0.3596640894938485,-0.04721322682806529,-0.8169406426497854,180,2,3,1,2
5447,5FEMFCB,-0.8923709982766365,-0.6707955095837091,-0.8169406426497854,83,2,1,1,2
5448,9R7Z8H2,-0.3596640894938485,-0.41701202241571456,-0.8169406426497854,243,2,2,1,2
5449,32VMUF3,-0.8923709982766365,-0.6127878553738817,-0.8169406426497854,195,2,1,1,2
5450,RP6W00K,-0.8923709982766365,-0.09796992426166415,-0.8169406426497854,55,2,3,1,2
5451,ZAJCJRD,-0.8923709982766365,-0.25749097333868926,-0.8169406426497854,83,2,3,1,2
5452,1KFPZDA,-0.3596640894938485,-1.221868224577069,-0.8169406426497854,243,2,1,1,2
5453,7K1G6EF,0.17304281928893955,1.9177960595298356,-0.8169406426497854,92,2,4,2,0
5454,LATNS5B,0.17304281928893955,-0.2357381030100041,-0.8169406426497854,203,2,3,2,2
5455,AP0LPV2,-0.3596640894938485,-0.8303165586607343,-0.8169406426497854,161,2,1,1,2
5456,7SZW9A1,-0.3596640894938485,-0.13422470814280624,-0.8169406426497854,294,2,3,1,2
5457,CVAKY01,-0.3596640894938485,-0.7288031637935364,-0.8169406426497854,154,2,1,1,2
5458,EU23AAK,-0.3596640894938485,-0.19948331912886202,-0.8169406426497854,159,2,3,1,2
5459,69WYWEC,0.7057497280717275,0.09780590869650306,-0.8169406426497854,154,2,3,3,2
5460,KMQ4OBV,-0.3596640894938485,-1.221868224577069,-0.8169406426497854,243,2,1,1,2
5461,0JKB7JF,0.7057497280717275,3.614519945167286,-0.8169406426497854,192,2,4,3,3
5462,39YBGMX,0.17304281928893955,-0.2357381030100041,-0.8169406426497854,250,2,3,2,2
5463,LJAUI2J,0.17304281928893955,-1.2146172678008402,-0.8169406426497854,243,2,1,2,2
5464,NXIKTKQ,-0.3596640894938485,-0.13422470814280624,-0.8169406426497854,83,2,3,1,2
5465,7JQ6MX1,-0.3596640894938485,-0.4750196766255418,-0.8169406426497854,157,2,2,1,2
5466,D3KGB5V,0.17304281928893955,-0.5692821147165112,-0.8169406426497854,78,2,2,2,2
5467,36HJ8TE,0.17304281928893955,-0.2792438436673746,-0.8169406426497854,105,2,3,2,2
5468,BXXYFJK,-0.3596640894938485,-1.0478452619475869,-0.8169406426497854,243,2,1,1,2
5469,6S9427H,-0.3596640894938485,-1.221868224577069,-0.8169406426497854,243,2,1,1,2
5470,E4NWJGE,-0.8923709982766365,-0.5547802011640545,-0.8169406426497854,83,2,2,1,2
5471,6TNQCW9,1.7711635456373036,0.9824226353963699,-0.8169406426497854,83,2,4,3,0
5472,XHW1BRF,-0.3596640894938485,-1.1856134406959267,-0.8169406426497854,243,2,1,1,2
5473,ZM8ZUGJ,1.2384566368545156,-0.2357381030100041,-0.8169406426497854,28,2,3,3,0
5474,OIC4Q2V,3.901991180768456,1.736522140124125,-0.8169406426497854,243,2,4,3,3
5475,RV1ENCZ,-0.8923709982766365,-0.31549862754851665,-0.8169406426497854,243,2,2,1,2
5476,T8TZU11,-0.8923709982766365,-0.6490426392550238,-0.8169406426497854,221,2,1,1,2
5477,BNO4L12,0.17304281928893955,-0.2357381030100041,-0.8169406426497854,161,2,3,2,2
5478,0NK746I,-0.3596640894938485,0.29358174165467027,-0.8169406426497854,304,2,4,1,2
5479,CLR44G8,0.7057497280717275,-0.5547802011640545,-0.8169406426497854,193,2,2,3,2
5480,A0KACED,0.7057497280717275,-0.29374575721983137,-0.8169406426497854,78,2,2,3,2
